Geneid	AML_PB.bam	CD34_PB.bam
ENSG00000117625	4907	2052
ENSG00000179902	9	1
ENSG00000020633	10435	2552
ENSG00000121766	1056	952
ENSG00000143157	3713	1502
ENSG00000160058	6294	3118
ENSG00000162873	6	3
ENSG00000162614	445	54
ENSG00000160781	496	132
ENSG00000143344	33	31
ENSG00000142748	2	0
ENSG00000162613	8930	2851
ENSG00000116882	0	0
ENSG00000198758	0	0
ENSG00000049247	215	8
ENSG00000132849	30	482
ENSG00000117569	2492	900
ENSG00000142856	1647	529
ENSG00000158022	44	0
ENSG00000116396	1025	275
ENSG00000058668	9668	2343
ENSG00000163875	4754	2139
ENSG00000116726	0	0
ENSG00000282872	0	0
ENSG00000198821	213	37
ENSG00000162735	1919	1203
ENSG00000179163	465	365
ENSG00000131238	6985	7875
ENSG00000171680	7	7
ENSG00000075391	229	204
ENSG00000244457	0	0
ENSG00000116977	4034	2116
ENSG00000229372	0	0
ENSG00000274975	0	0
ENSG00000229348	3	2
ENSG00000221978	14571	8419
ENSG00000224870	1534	332
ENSG00000242485	1756	898
ENSG00000264293	0	0
ENSG00000272455	191	11
ENSG00000225905	1	0
ENSG00000225285	2	47
ENSG00000179403	12	125
ENSG00000215915	81	319
ENSG00000236085	0	0
ENSG00000234441	0	26
ENSG00000227408	3	144
ENSG00000223635	2	3
ENSG00000135776	10091	1457
ENSG00000199672	6	2
ENSG00000201492	54	13
ENSG00000229367	28	349
ENSG00000135763	691	152
ENSG00000213028	2	10
ENSG00000225984	4	511
ENSG00000135801	3477	249
ENSG00000178828	0	0
ENSG00000235434	0	0
ENSG00000169914	2037	133
ENSG00000188784	0	0
ENSG00000242688	0	0
ENSG00000188257	0	0
ENSG00000177186	0	0
ENSG00000177174	0	0
ENSG00000282881	0	0
ENSG00000269956	37	1
ENSG00000162456	0	0
ENSG00000079277	3551	747
ENSG00000142961	675	332
ENSG00000117407	1150	4
ENSG00000237950	141	30
ENSG00000288573	51	65
ENSG00000117408	1795	688
ENSG00000285649	5	2
ENSG00000132768	816	1252
ENSG00000117410	8955	4712
ENSG00000159214	193	200
ENSG00000196517	50	20
ENSG00000230615	71	12
ENSG00000227163	0	0
ENSG00000271647	0	0
ENSG00000239560	0	0
ENSG00000175143	0	0
ENSG00000196539	0	0
ENSG00000229255	2	0
ENSG00000203661	0	0
ENSG00000271934	0	0
ENSG00000224521	1	0
ENSG00000227102	0	0
ENSG00000183310	0	0
ENSG00000201602	0	0
ENSG00000271701	0	0
ENSG00000189181	0	0
ENSG00000187238	0	0
ENSG00000185962	2	0
ENSG00000226947	0	0
ENSG00000285753	0	0
ENSG00000187223	0	0
ENSG00000187180	0	0
ENSG00000159455	0	0
ENSG00000187173	0	0
ENSG00000204501	0	0
ENSG00000228229	0	0
ENSG00000204481	0	0
ENSG00000204480	0	0
ENSG00000204479	0	0
ENSG00000204478	1	0
ENSG00000172031	1	4
ENSG00000233228	0	0
ENSG00000230667	129	215
ENSG00000224678	15	17
ENSG00000233401	0	27
ENSG00000273487	18	3
ENSG00000226773	1	0
ENSG00000274481	1	0
ENSG00000228594	5	601
ENSG00000286989	13	41
ENSG00000272106	835	359
ENSG00000189409	188	41
ENSG00000272004	17	12
ENSG00000189339	13145	2503
ENSG00000269737	356	118
ENSG00000215914	179	31
ENSG00000008128	1492	286
ENSG00000268575	741	205
ENSG00000227775	616	232
ENSG00000008130	4829	1247
ENSG00000078369	22170	4535
ENSG00000231050	17	13
ENSG00000169885	41	0
ENSG00000178821	10	9
ENSG00000158477	12	1
ENSG00000230942	1	0
ENSG00000158481	82	10
ENSG00000158485	0	0
ENSG00000158488	5	0
ENSG00000186306	0	0
ENSG00000203758	0	0
ENSG00000236257	3	112
ENSG00000236656	0	0
ENSG00000198703	0	0
ENSG00000227445	0	0
ENSG00000231434	52	147
ENSG00000117505	9585	2050
ENSG00000229635	14	0
ENSG00000207379	0	0
ENSG00000212601	0	1
ENSG00000224093	94	8
ENSG00000237605	11	25
ENSG00000162889	16226	190
ENSG00000224114	173	2022
ENSG00000199349	8	1
ENSG00000136634	3	17
ENSG00000162892	67	2
ENSG00000162894	2767	533
ENSG00000271680	9	0
ENSG00000226945	56	143
ENSG00000162896	18	8
ENSG00000162897	13	1
ENSG00000182795	74	1
ENSG00000198890	783	736
ENSG00000224550	11	270
ENSG00000142669	11048	10636
ENSG00000158062	2089	4285
ENSG00000169442	272	2860
ENSG00000225854	0	1
ENSG00000176083	25	5
ENSG00000229167	0	0
ENSG00000142910	28	81
ENSG00000121764	30	7
ENSG00000162517	1510	2609
ENSG00000235790	38	68
ENSG00000264078	7	12
ENSG00000084636	4	18
ENSG00000241745	0	0
ENSG00000228407	3	73
ENSG00000223429	0	6
ENSG00000224255	0	17
ENSG00000236004	0	0
ENSG00000237663	0	0
ENSG00000213735	0	41
ENSG00000272100	10	1
ENSG00000287078	6	1
ENSG00000224680	12	86
ENSG00000085840	1668	172
ENSG00000283445	1	0
ENSG00000272226	1	0
ENSG00000231740	0	0
ENSG00000203747	114	233
ENSG00000142224	4	5
ENSG00000143751	15663	3025
ENSG00000272562	29	77
ENSG00000163041	40751	16280
ENSG00000225518	4	38
ENSG00000270598	3	41
ENSG00000182827	5640	1112
ENSG00000234478	62	5
ENSG00000223570	3	6
ENSG00000185155	0	101
ENSG00000236773	11	144
ENSG00000143753	3520	1496
ENSG00000201898	1	0
ENSG00000232628	10	1
ENSG00000237101	3	1
ENSG00000143748	1834	764
ENSG00000221406	3	0
ENSG00000229742	0	0
ENSG00000206887	0	0
ENSG00000143771	1243	531
ENSG00000266618	27	4
ENSG00000229991	7	67
ENSG00000233384	2	2
ENSG00000234247	0	0
ENSG00000183682	59	92
ENSG00000237624	8	16
ENSG00000243970	133	346
ENSG00000228060	178	5
ENSG00000201457	0	0
ENSG00000163909	64	127
ENSG00000225903	1	0
ENSG00000116983	1	1
ENSG00000225333	0	8
ENSG00000252413	0	0
ENSG00000090621	18686	1108
ENSG00000236994	1	0
ENSG00000275406	0	3
ENSG00000270287	0	0
ENSG00000229965	75	694
ENSG00000223282	0	0
ENSG00000177770	2	7
ENSG00000287627	0	0
ENSG00000143374	1552	1159
ENSG00000283933	0	0
ENSG00000143369	1065	31
ENSG00000228126	7	6
ENSG00000237781	7	7
ENSG00000264553	0	0
ENSG00000277452	0	27
ENSG00000274963	2	16
ENSG00000253047	15	7
ENSG00000143420	11939	1549
ENSG00000276103	5	3
ENSG00000143457	833	420
ENSG00000143452	60	13
ENSG00000206931	3	0
ENSG00000236713	3	0
ENSG00000224690	0	1
ENSG00000203804	9	89
ENSG00000143384	68962	22942
ENSG00000154342	0	0
ENSG00000276255	4	0
ENSG00000143761	31141	13276
ENSG00000284163	0	0
ENSG00000143793	2553	732
ENSG00000162910	2180	1400
ENSG00000224566	8	35
ENSG00000287895	16	1
ENSG00000280157	2	0
ENSG00000227625	0	0
ENSG00000198835	19	5
ENSG00000203684	9	18
ENSG00000181873	891	805
ENSG00000162913	89	101
ENSG00000269934	242	47
ENSG00000270110	27	1
ENSG00000286773	1	14
ENSG00000287315	134	43
ENSG00000270104	4	0
ENSG00000154370	5565	331
ENSG00000270094	0	0
ENSG00000284311	0	0
ENSG00000231563	17	16
ENSG00000162931	9	36
ENSG00000168148	2	4
ENSG00000230841	0	2
ENSG00000181218	9	908
ENSG00000196890	11	550
ENSG00000266174	0	0
ENSG00000181201	15	242
ENSG00000279306	51	39
ENSG00000168159	6786	2925
ENSG00000215811	22	3
ENSG00000202056	0	0
ENSG00000251823	0	0
ENSG00000171960	1658	852
ENSG00000285728	177	51
ENSG00000234917	10	8
ENSG00000065978	49818	2682
ENSG00000164007	12	0
ENSG00000117385	4878	2342
ENSG00000164008	455	53
ENSG00000283580	54	7
ENSG00000228452	0	0
ENSG00000001460	282	169
ENSG00000001461	2371	1136
ENSG00000286061	15	5
ENSG00000117602	1522	386
ENSG00000264443	0	0
ENSG00000184454	1	1
ENSG00000227312	0	0
ENSG00000239106	0	0
ENSG00000177606	20912	32654
ENSG00000116539	9538	3267
ENSG00000162923	12866	825
ENSG00000250135	0	0
ENSG00000084652	5051	2068
ENSG00000224066	10	10
ENSG00000160051	158	133
ENSG00000160055	253	385
ENSG00000220785	34	50
ENSG00000183615	6	0
ENSG00000182866	283	151
ENSG00000277617	0	0
ENSG00000252450	1	0
ENSG00000116478	12421	2522
ENSG00000175130	10669	3936
ENSG00000233775	3	2
ENSG00000162526	64	8
ENSG00000225828	993	43
ENSG00000224699	257	96
ENSG00000168679	35	10
ENSG00000273373	167	31
ENSG00000125462	29	1
ENSG00000206651	19	1
ENSG00000084623	9101	3069
ENSG00000134248	2796	3274
ENSG00000252777	2	0
ENSG00000198492	11325	6363
ENSG00000116329	103	13
ENSG00000233427	12	1
ENSG00000199756	1	0
ENSG00000225616	173	143
ENSG00000206704	0	0
ENSG00000277958	0	0
ENSG00000253304	1	0
ENSG00000225750	2	0
ENSG00000116350	8123	2367
ENSG00000277916	0	0
ENSG00000116353	542	787
ENSG00000237934	5	10
ENSG00000186205	24	78
ENSG00000286231	0	0
ENSG00000221571	0	0
ENSG00000276642	0	0
ENSG00000272823	3	8
ENSG00000238078	25	21
ENSG00000257551	9	2
ENSG00000136630	3167	157
ENSG00000260505	0	0
ENSG00000235163	1	1
ENSG00000234863	0	0
ENSG00000226226	2	1
ENSG00000231529	0	1
ENSG00000116141	6	2
ENSG00000243872	0	0
ENSG00000233012	6	23
ENSG00000162817	2	63
ENSG00000200674	5	1
ENSG00000252357	5	0
ENSG00000117593	450	531
ENSG00000234741	33780	5411
ENSG00000270084	49	17
ENSG00000185278	2653	195
ENSG00000252231	1	0
ENSG00000135870	8095	1469
ENSG00000200755	0	3
ENSG00000236535	2	5
ENSG00000224977	8	78
ENSG00000225713	0	0
ENSG00000197568	421	172
ENSG00000215867	5	2
ENSG00000201028	1	6
ENSG00000197852	952	121
ENSG00000227811	10	9
ENSG00000284830	6	47
ENSG00000232558	0	0
ENSG00000237556	0	0
ENSG00000231437	2	1
ENSG00000171385	42	2
ENSG00000276600	18	36
ENSG00000228382	5	6
ENSG00000228548	2	0
ENSG00000238183	0	0
ENSG00000287259	1	1
ENSG00000228525	2	0
ENSG00000233706	0	0
ENSG00000287532	1	2
ENSG00000158769	600	863
ENSG00000270149	30	6
ENSG00000232879	6	0
ENSG00000215845	469	1537
ENSG00000158773	9186	179
ENSG00000186517	17629	2112
ENSG00000143217	7	0
ENSG00000228917	0	0
ENSG00000162755	5	97
ENSG00000143256	2741	876
ENSG00000158793	1545	406
ENSG00000158796	2060	1002
ENSG00000238934	2	0
ENSG00000196188	20	2
ENSG00000163050	1216	342
ENSG00000235549	1	1
ENSG00000174574	8271	2004
ENSG00000168653	4656	3376
ENSG00000206654	0	0
ENSG00000222378	0	0
ENSG00000287422	4	4
ENSG00000226438	2	4
ENSG00000217897	1	33
ENSG00000288674	57	13
ENSG00000228625	0	0
ENSG00000261654	259	19
ENSG00000232811	139	3
ENSG00000121931	593	380
ENSG00000273010	20	30
ENSG00000225672	0	0
ENSG00000252760	0	0
ENSG00000134255	3051	570
ENSG00000272982	0	0
ENSG00000273221	0	0
ENSG00000162777	2949	706
ENSG00000064886	152	12
ENSG00000236040	1	0
ENSG00000203878	0	0
ENSG00000156171	5490	873
ENSG00000143515	2576	400
ENSG00000238365	6	2
ENSG00000237920	0	0
ENSG00000226855	130	562
ENSG00000228013	10	6
ENSG00000160712	7458	1093
ENSG00000228264	17	24
ENSG00000169291	14	28
ENSG00000273110	0	0
ENSG00000227066	119	0
ENSG00000187980	10	3
ENSG00000162543	12	10
ENSG00000228105	0	0
ENSG00000284710	0	0
ENSG00000143252	3023	1466
ENSG00000288670	158	8
ENSG00000143437	3418	1095
ENSG00000200175	0	0
ENSG00000224800	2	218
ENSG00000283324	0	0
ENSG00000229357	4	75
ENSG00000143799	12641	7584
ENSG00000158864	6740	3990
ENSG00000215846	0	0
ENSG00000248642	0	0
ENSG00000248442	0	0
ENSG00000251686	0	0
ENSG00000249197	0	0
ENSG00000288636	0	0
ENSG00000117450	24745	3388
ENSG00000234379	1	0
ENSG00000281133	15	0
ENSG00000280836	32	2
ENSG00000132780	14443	3347
ENSG00000281112	1	12
ENSG00000281825	1	0
ENSG00000159588	187	71
ENSG00000159592	8612	3785
ENSG00000225447	18	111
ENSG00000234329	103	48
ENSG00000159596	1111	571
ENSG00000230896	1	0
ENSG00000143570	267	75
ENSG00000203710	157	530
ENSG00000143774	6347	4064
ENSG00000142864	22249	4788
ENSG00000143390	8434	3869
ENSG00000198160	4488	2277
ENSG00000162426	0	4
ENSG00000117245	1411	2
ENSG00000236334	27	690
ENSG00000085433	3453	764
ENSG00000188295	1578	534
ENSG00000117155	1150	1698
ENSG00000169905	11014	784
ENSG00000116750	1453	1350
ENSG00000235169	51	58
ENSG00000116514	3096	936
ENSG00000143110	5229	1277
ENSG00000162419	1218	596
ENSG00000130695	3236	1430
ENSG00000154222	2383	364
ENSG00000173406	56	0
ENSG00000197147	217	719
ENSG00000189195	642	229
ENSG00000058673	182	17
ENSG00000163565	9010	3919
ENSG00000127074	6	5
ENSG00000117152	0	0
ENSG00000131236	30266	8323
ENSG00000097021	556	946
ENSG00000143337	5798	2305
ENSG00000081870	2483	1053
ENSG00000078808	8791	2726
ENSG00000133216	1	1
ENSG00000143183	2575	1870
ENSG00000142794	30	396
ENSG00000248333	7686	934
ENSG00000162390	153	504
ENSG00000117448	7412	3333
ENSG00000162687	1	13
ENSG00000143387	634	196
ENSG00000159023	5062	1183
ENSG00000227000	0	0
ENSG00000176256	0	0
ENSG00000231163	0	0
ENSG00000217644	54	6
ENSG00000239670	7	4
ENSG00000236065	17	2
ENSG00000004455	21344	4794
ENSG00000276645	3	2
ENSG00000142920	112	26
ENSG00000278997	70	2
ENSG00000116525	480	212
ENSG00000279179	50	24
ENSG00000284721	1	3
ENSG00000225934	26	97
ENSG00000215812	1	0
ENSG00000230005	2	0
ENSG00000286389	15	28
ENSG00000185888	0	0
ENSG00000163131	13443	2708
ENSG00000183814	491	184
ENSG00000274178	0	0
ENSG00000274764	0	0
ENSG00000229571	1	0
ENSG00000277862	0	0
ENSG00000236179	0	0
ENSG00000275774	18	82
ENSG00000229978	1	0
ENSG00000233336	0	0
ENSG00000280267	0	0
ENSG00000179412	7	42
ENSG00000213516	1790	2344
ENSG00000117226	791	1067
ENSG00000202385	0	2
ENSG00000117228	53	1275
ENSG00000234518	547	328
ENSG00000162645	1592	3508
ENSG00000286802	1	1
ENSG00000213512	0	1
ENSG00000162654	428	4110
ENSG00000126705	4704	184
ENSG00000000938	2467	823
ENSG00000235912	81	399
ENSG00000233975	3	7
ENSG00000126709	691	390
ENSG00000277058	41	50
ENSG00000238015	2	0
ENSG00000235400	8	31
ENSG00000137959	984	405
ENSG00000174151	1614	184
ENSG00000181754	7	8
ENSG00000156097	29	49
ENSG00000254942	0	0
ENSG00000065135	2599	3087
ENSG00000206832	5	6
ENSG00000225113	0	0
ENSG00000284443	0	0
ENSG00000228703	0	0
ENSG00000235045	4	746
ENSG00000168765	1367	1724
ENSG00000134183	22	83
ENSG00000288562	1	10
ENSG00000073756	291	4650
ENSG00000273129	11	223
ENSG00000153904	196	47
ENSG00000224167	0	0
ENSG00000228040	13	6
ENSG00000155380	476	847
ENSG00000229020	12	5
ENSG00000287807	0	1
ENSG00000134259	0	0
ENSG00000272438	40	2
ENSG00000230699	205	17
ENSG00000241180	4	0
ENSG00000223764	129	32
ENSG00000188976	4914	2972
ENSG00000187961	484	210
ENSG00000187583	8	35
ENSG00000187642	1	0
ENSG00000272512	0	2
ENSG00000188290	2	564
ENSG00000187608	1229	555
ENSG00000231702	0	2
ENSG00000224969	6	4
ENSG00000188157	10679	20
ENSG00000242590	0	0
ENSG00000256407	10	4
ENSG00000157211	0	0
ENSG00000280425	12	0
ENSG00000116221	2965	1923
ENSG00000198711	93	66
ENSG00000225632	0	29
ENSG00000232245	0	0
ENSG00000287582	1	3
ENSG00000235741	0	0
ENSG00000237173	0	0
ENSG00000227453	30	146
ENSG00000157216	3950	700
ENSG00000117601	2	0
ENSG00000232964	0	0
ENSG00000235817	11	0
ENSG00000135775	1812	510
ENSG00000244137	0	0
ENSG00000135773	4	0
ENSG00000202063	0	0
ENSG00000225656	0	0
ENSG00000119280	344	506
ENSG00000223393	0	2
ENSG00000288037	0	0
ENSG00000287395	0	0
ENSG00000240502	0	0
ENSG00000135744	37	0
ENSG00000137965	1435	630
ENSG00000163239	3	7
ENSG00000160714	6238	532
ENSG00000229780	106	1
ENSG00000286391	2	0
ENSG00000160716	30	2
ENSG00000233875	0	0
ENSG00000287064	15	5
ENSG00000160710	14438	8425
ENSG00000123472	1377	1381
ENSG00000233647	7	3
ENSG00000186118	10	4
ENSG00000228237	1	0
ENSG00000159658	3684	2730
ENSG00000236476	0	32
ENSG00000142973	1	0
ENSG00000143801	60	30
ENSG00000199595	0	0
ENSG00000132185	3137	45
ENSG00000162746	202	32
ENSG00000241347	0	0
ENSG00000081721	1874	603
ENSG00000226889	5	34
ENSG00000229808	20	9
ENSG00000082512	2404	2158
ENSG00000287033	10	1
ENSG00000153363	365	85
ENSG00000236809	41	28
ENSG00000238137	21	287
ENSG00000223649	0	0
ENSG00000170385	15116	463
ENSG00000261314	1	0
ENSG00000228792	0	0
ENSG00000227764	0	0
ENSG00000224763	5	7
ENSG00000198570	0	2
ENSG00000118217	2944	2626
ENSG00000117054	4343	2445
ENSG00000181227	0	0
ENSG00000137955	13045	1745
ENSG00000206620	0	0
ENSG00000207241	0	0
ENSG00000201487	0	0
ENSG00000057468	11	0
ENSG00000213047	5702	1169
ENSG00000207139	0	2
ENSG00000213046	22	9
ENSG00000235582	11	123
ENSG00000233040	14	21
ENSG00000224901	1	0
ENSG00000134376	7	1
ENSG00000117400	44	974
ENSG00000287113	2	28
ENSG00000234694	21	20
ENSG00000117399	677	130
ENSG00000066322	2482	1173
ENSG00000283836	0	0
ENSG00000159479	737	570
ENSG00000229431	137	15
ENSG00000116337	6247	4546
ENSG00000066279	1507	184
ENSG00000224727	24	33
ENSG00000265201	1	0
ENSG00000236031	7	42
ENSG00000226766	0	0
ENSG00000232184	3	3
ENSG00000228939	0	10
ENSG00000117020	1260	332
ENSG00000236423	79	2
ENSG00000198912	2116	640
ENSG00000116604	68125	1500
ENSG00000260460	2	2
ENSG00000183856	5507	44
ENSG00000163382	2479	1369
ENSG00000160818	30	9
ENSG00000272971	3	0
ENSG00000132702	9	0
ENSG00000272068	1	0
ENSG00000132692	7	0
ENSG00000272405	2	0
ENSG00000229953	0	0
ENSG00000132688	12	0
ENSG00000237588	2	0
ENSG00000285570	1	0
ENSG00000143320	103	2
ENSG00000223356	36	0
ENSG00000143319	2256	617
ENSG00000143303	1712	226
ENSG00000143314	1316	682
ENSG00000143321	24903	3166
ENSG00000143294	5042	2103
ENSG00000287624	4	7
ENSG00000027869	36	93
ENSG00000265538	0	0
ENSG00000275816	0	0
ENSG00000204006	1	0
ENSG00000200262	0	0
ENSG00000213478	21	180
ENSG00000203356	6	5
ENSG00000123091	9857	1828
ENSG00000233406	716	4736
ENSG00000236434	38	6
ENSG00000261664	0	0
ENSG00000085832	4586	2469
ENSG00000232027	7	9
ENSG00000206595	0	0
ENSG00000238140	7	9
ENSG00000252032	0	0
ENSG00000229376	77	8
ENSG00000228327	4498	493
ENSG00000223181	0	0
ENSG00000229905	1	1
ENSG00000237491	96	281
ENSG00000285268	0	0
ENSG00000230092	38	12
ENSG00000177757	38	13
ENSG00000228794	605	366
ENSG00000225880	170	234
ENSG00000288531	666	140
ENSG00000230368	127	32
ENSG00000234711	14	22
ENSG00000283040	9	0
ENSG00000217801	85	39
ENSG00000273443	18	1
ENSG00000237330	7	0
ENSG00000131591	815	613
ENSG00000285812	7	6
ENSG00000223823	3	0
ENSG00000207730	1	0
ENSG00000207607	2	0
ENSG00000198976	1	0
ENSG00000272141	10	1
ENSG00000205231	17	9
ENSG00000085831	51	26
ENSG00000239794	0	0
ENSG00000187634	17	32
ENSG00000156875	1150	284
ENSG00000241073	2	5
ENSG00000156876	681	153
ENSG00000226952	2	0
ENSG00000122435	1088	717
ENSG00000122477	141	13
ENSG00000137992	1243	428
ENSG00000271415	3	0
ENSG00000225169	4	2
ENSG00000285530	10	4
ENSG00000230287	3	1
ENSG00000224616	760	456
ENSG00000137996	2272	550
ENSG00000207750	4	0
ENSG00000137948	1	1
ENSG00000121774	19019	4641
ENSG00000203325	52	8
ENSG00000121775	2341	140
ENSG00000266203	0	1
ENSG00000276493	2	1
ENSG00000025800	7880	1154
ENSG00000160050	940	498
ENSG00000231346	56	5
ENSG00000064703	4253	910
ENSG00000122406	108606	13968
ENSG00000154511	266	86
ENSG00000206680	0	0
ENSG00000207523	28	14
ENSG00000207022	0	0
ENSG00000229052	3	0
ENSG00000252121	0	0
ENSG00000239710	0	0
ENSG00000287797	0	1
ENSG00000252752	0	0
ENSG00000222664	0	0
ENSG00000251837	0	0
ENSG00000143033	4219	3600
ENSG00000235432	0	0
ENSG00000189410	4	0
ENSG00000233069	1	1
ENSG00000127483	21946	6336
ENSG00000251914	0	0
ENSG00000221808	0	0
ENSG00000233072	3	18
ENSG00000236073	1	4
ENSG00000235112	0	1
ENSG00000287192	8	5
ENSG00000117298	412	654
ENSG00000236936	0	1
ENSG00000231105	4	16
ENSG00000143502	14	0
ENSG00000251789	0	0
ENSG00000178395	0	0
ENSG00000206835	2	0
ENSG00000162620	22	62
ENSG00000116783	2	3
ENSG00000237324	0	0
ENSG00000233894	1	0
ENSG00000162621	2	0
ENSG00000178965	1	8
ENSG00000234497	0	0
ENSG00000272864	11	1
ENSG00000116791	479	758
ENSG00000162623	1416	670
ENSG00000259030	61	58
ENSG00000259961	0	0
ENSG00000215909	0	1
ENSG00000222952	1	0
ENSG00000237445	0	0
ENSG00000253085	2	0
ENSG00000199352	0	0
ENSG00000201588	0	0
ENSG00000199337	0	0
ENSG00000200381	0	0
ENSG00000199396	0	0
ENSG00000200624	0	0
ENSG00000202521	0	0
ENSG00000200343	0	0
ENSG00000201321	0	0
ENSG00000199910	0	0
ENSG00000199334	0	0
ENSG00000199270	0	0
ENSG00000202526	0	0
ENSG00000201355	0	0
ENSG00000201925	0	0
ENSG00000202257	0	0
ENSG00000200370	0	0
ENSG00000212237	1	0
ENSG00000183929	5	0
ENSG00000206878	0	0
ENSG00000154358	4355	577
ENSG00000263464	35	626
ENSG00000277147	2709	783
ENSG00000284964	2	0
ENSG00000275557	585	198
ENSG00000206828	113	655
ENSG00000284842	0	2
ENSG00000234232	3	121
ENSG00000275229	2	2
ENSG00000226500	0	0
ENSG00000203814	1440	3409
ENSG00000233030	68	12
ENSG00000183598	123	47
ENSG00000270882	1412	414
ENSG00000203811	235	63
ENSG00000203812	6021	42159
ENSG00000220323	966	856
ENSG00000261716	3235	929
ENSG00000272196	5948	41956
ENSG00000203852	230	66
ENSG00000270276	1416	415
ENSG00000264207	141	124
ENSG00000184678	10068	22094
ENSG00000184260	216	8383
ENSG00000184270	36	523
ENSG00000178096	260	201
ENSG00000159164	5270	1318
ENSG00000143368	6167	1801
ENSG00000150337	897	162
ENSG00000224228	0	0
ENSG00000227177	0	0
ENSG00000224000	0	0
ENSG00000231333	10	94
ENSG00000170128	59	0
ENSG00000163362	1260	3
ENSG00000233217	8	0
ENSG00000201032	0	0
ENSG00000116852	5052	180
ENSG00000229191	29	0
ENSG00000234132	0	0
ENSG00000116857	2047	1295
ENSG00000163395	29	0
ENSG00000229821	0	0
ENSG00000081248	4	0
ENSG00000226970	18	376
ENSG00000199959	1	1
ENSG00000203943	339	113
ENSG00000249237	2	0
ENSG00000240520	2	0
ENSG00000285361	0	0
ENSG00000228153	0	0
ENSG00000252650	0	0
ENSG00000251861	0	0
ENSG00000287197	0	0
ENSG00000229657	0	1
ENSG00000174529	66	5
ENSG00000271580	13	14
ENSG00000116984	3444	1104
ENSG00000227496	0	1
ENSG00000226349	2	0
ENSG00000223306	1	0
ENSG00000143742	8843	5688
ENSG00000234112	0	1
ENSG00000242861	300	89
ENSG00000196187	4136	2027
ENSG00000243709	2	1
ENSG00000255835	0	0
ENSG00000143811	1820	880
ENSG00000284519	0	0
ENSG00000248322	0	0
ENSG00000143768	2	6
ENSG00000213032	0	0
ENSG00000143819	1098	74
ENSG00000120948	12286	6470
ENSG00000009724	402	5
ENSG00000116649	1981	2786
ENSG00000171824	3841	3082
ENSG00000226849	21	14
ENSG00000230337	5	4
ENSG00000225602	13	1
ENSG00000253086	1	1
ENSG00000231953	2	3
ENSG00000117614	9885	2306
ENSG00000284602	62	101
ENSG00000284657	22	9
ENSG00000117616	15502	18751
ENSG00000272432	23	8
ENSG00000261349	415	181
ENSG00000187010	87	29
ENSG00000224183	44	331
ENSG00000259984	139	19
ENSG00000183726	5684	2910
ENSG00000188672	63	47
ENSG00000238084	27	377
ENSG00000204178	2524	434
ENSG00000198860	1054	1568
ENSG00000286655	1	0
ENSG00000199840	0	0
ENSG00000160838	13	0
ENSG00000211581	1	0
ENSG00000266160	0	0
ENSG00000198400	8	301
ENSG00000155816	4	0
ENSG00000252317	0	0
ENSG00000233519	0	2
ENSG00000180875	1	0
ENSG00000224359	0	0
ENSG00000226014	0	0
ENSG00000231440	0	1
ENSG00000228844	16	7
ENSG00000251750	0	0
ENSG00000234872	0	0
ENSG00000134684	7179	4877
ENSG00000125944	12423	7037
ENSG00000143382	294	534
ENSG00000184007	25636	9523
ENSG00000288678	0	0
ENSG00000116580	7028	3444
ENSG00000176092	3	10
ENSG00000137942	363	607
ENSG00000157077	237	191
ENSG00000162493	18	0
ENSG00000162542	1463	412
ENSG00000178922	0	0
ENSG00000121753	30	0
ENSG00000162631	15	39
ENSG00000163374	7429	2175
ENSG00000235098	6	32
ENSG00000143740	503	604
ENSG00000117411	173	446
ENSG00000162745	30	41
ENSG00000187862	3759	638
ENSG00000162891	0	0
ENSG00000204518	0	0
ENSG00000137976	2	1
ENSG00000203663	2	38
ENSG00000198128	0	13
ENSG00000171180	0	5
ENSG00000186501	1279	1020
ENSG00000133067	50	17
ENSG00000185090	448	16
ENSG00000157873	3572	1554
ENSG00000204505	0	0
ENSG00000284733	0	0
ENSG00000081019	10211	1825
ENSG00000180667	5357	316
ENSG00000177151	0	0
ENSG00000180708	1	0
ENSG00000168264	35889	2985
ENSG00000162775	5168	663
ENSG00000053371	3440	1477
ENSG00000081692	176	264
ENSG00000179023	3	5
ENSG00000173171	1355	1027
ENSG00000132128	2783	3057
ENSG00000143862	6413	460
ENSG00000170075	9	10
ENSG00000143376	2164	880
ENSG00000250734	3	9
ENSG00000206635	1	0
ENSG00000159409	1	0
ENSG00000227045	0	0
ENSG00000178796	1	0
ENSG00000206980	1	0
ENSG00000269621	0	0
ENSG00000236940	0	0
ENSG00000143436	2472	1014
ENSG00000143450	36	16
ENSG00000249602	2	2
ENSG00000232937	0	0
ENSG00000268288	2	0
ENSG00000182134	130	226
ENSG00000203288	19	12
ENSG00000269489	0	0
ENSG00000213171	0	0
ENSG00000143365	9	2
ENSG00000225556	4	2
ENSG00000201134	0	0
ENSG00000234614	3	0
ENSG00000196407	1	0
ENSG00000159445	986	1116
ENSG00000285651	3	15
ENSG00000286581	0	6
ENSG00000223810	0	0
ENSG00000197747	3092	2915
ENSG00000240667	0	0
ENSG00000123473	1072	139
ENSG00000198854	0	0
ENSG00000229713	0	0
ENSG00000233819	0	0
ENSG00000203786	0	0
ENSG00000240386	0	0
ENSG00000186226	0	0
ENSG00000172155	0	0
ENSG00000236274	0	1
ENSG00000020129	726	824
ENSG00000239636	855	245
ENSG00000116819	587	80
ENSG00000237763	35	269
ENSG00000174876	10	268
ENSG00000187733	49	263
